sep= 
Time [s]	f1 [Hz]	f3 [Hz]	f5 [Hz]	f7 [Hz]	f9 [Hz]	f11 [Hz]	f13 [Hz]	D1 [ppm]	D3 [ppm]	D5 [ppm]	D7 [ppm]	D9 [ppm]	D11 [ppm]	D13 [ppm]
10017,1383	-147,3227	-101,0239	-95,4330	-92,0747	-89,2140	-87,0967	-85,7936	4,9886	7,1100	7,4446	7,1213	6,7613	7,0377	6,5948
10021,7608	-147,3369	-101,0620	-95,5390	-92,0508	-89,3627	-87,2386	-85,7363	4,9751	7,1155	7,4593	7,1256	6,7696	7,0870	6,5716
10026,3913	-147,3673	-101,0553	-95,4760	-92,1607	-89,2378	-87,1332	-85,8378	4,9803	7,1217	7,4696	7,1470	6,7862	7,0290	6,5770
10031,0238	-147,2933	-101,0866	-95,5844	-92,1784	-89,3665	-87,0902	-85,9682	4,9946	7,1140	7,4741	7,1417	6,7715	7,0537	6,5971
10035,6278	-147,2582	-101,1407	-95,5739	-92,1658	-89,4361	-87,2285	-85,9198	4,9776	7,1070	7,4846	7,1768	6,7801	7,1152	6,5986
10040,2697	-147,2555	-101,2054	-95,6426	-92,2412	-89,4677	-87,2172	-85,9654	4,9839	7,1081	7,4790	7,1442	6,7934	7,0482	6,6534
10045,0080	-147,2790	-101,1709	-95,5956	-92,2179	-90,7442	-87,8798	-86,3796	4,9954	7,1314	7,4814	7,1573	6,8128	7,1097	6,6430
10050,4395	-147,2845	-101,1989	-95,6708	-92,2767	-89,4870	-87,2454	-86,0394	4,9581	7,1444	7,4927	7,1578	6,7789	7,1055	6,5954
10055,1051	-147,2743	-101,2702	-95,7013	-92,3030	-90,2520	-87,7348	-86,2639	4,9439	7,1344	7,5158	7,1587	6,8238	7,0412	6,6597
10059,9939	-147,2502	-101,2970	-95,6458	-92,2961	-89,5353	-87,3621	-86,8123	4,9550	7,1464	7,5126	7,1494	6,8232	7,0819	6,6201
10064,8952	-147,2328	-101,2786	-95,6742	-92,2900	-89,5052	-87,4162	-86,0711	4,9449	7,1625	7,5124	7,1488	6,8174	7,0683	6,5786
10069,5795	-147,2326	-101,3295	-95,7055	-92,3318	-89,5633	-87,3506	-87,1442	4,9494	7,1432	7,5041	7,1787	6,8186	7,0962	6,6473
10074,9425	-147,1556	-101,3867	-95,7377	-92,3346	-89,4949	-87,3087	-85,9634	4,9276	7,1393	7,5255	7,1904	6,8164	7,0910	6,6586
10079,4955	-147,2315	-101,3742	-95,7537	-92,7454	-89,6819	-87,4506	-86,1323	4,9336	7,1580	7,5284	7,1895	6,8209	7,0855	6,6657
10084,3463	-147,1799	-101,3510	-95,7733	-92,3730	-89,5214	-88,2402	-86,5784	4,9056	7,1675	7,5268	7,1698	6,8043	7,0826	6,6817
10089,5866	-147,1369	-101,4069	-95,7974	-92,3540	-89,4926	-87,3319	-86,0249	4,8902	7,1673	7,5197	7,1842	6,8043	7,1085	6,6379
10094,2596	-147,1830	-101,4352	-95,8060	-92,4440	-89,5959	-87,4061	-86,1222	4,8745	7,1694	7,5334	7,2005	6,8293	7,0920	6,6153
10098,9570	-147,1640	-101,3843	-95,7483	-92,3913	-89,5075	-87,2414	-86,0222	4,8436	7,2086	7,5532	7,2090	6,8278	7,0930	6,6345
10103,6026	-147,1949	-101,4656	-95,8404	-93,0499	-89,9692	-87,6440	-86,2197	4,8282	7,1851	7,5756	7,1962	6,8207	7,1105	6,6404
10108,8122	-147,1970	-101,5369	-95,8791	-92,4742	-89,5396	-87,3997	-86,1143	4,8051	7,1789	7,5628	7,1933	6,8148	7,1059	6,7066
10113,5367	-147,2889	-101,5633	-95,8722	-92,4515	-89,5742	-87,4691	-86,0540	4,8155	7,2028	7,5459	7,2058	6,8480	7,1232	6,6083
10118,5967	-146,9446	-101,5438	-95,8725	-92,4621	-89,5444	-87,3944	-86,1130	4,7113	7,2131	7,5449	7,2248	6,8368	7,1228	6,6945
10123,2542	-146,8531	-101,5226	-95,7854	-92,3779	-89,4800	-87,4133	-86,0203	4,7147	7,1980	7,5729	7,2119	6,8440	7,1034	6,6588
10127,9594	-146,8626	-101,5560	-95,8574	-92,3984	-89,6176	-87,4263	-86,1981	4,7014	7,1997	7,5681	7,2173	6,8438	7,1063	6,6661
10132,6078	-146,9131	-101,5405	-95,8377	-92,5365	-89,6747	-87,4765	-86,0302	4,6758	7,2211	7,5704	7,2051	6,8370	7,1072	6,6577
10137,2455	-146,9980	-101,6521	-95,9027	-92,5126	-89,6721	-87,4029	-86,1078	4,6491	7,2272	7,5781	7,2233	6,8535	7,1226	6,6604
10141,8359	-147,0313	-101,6634	-95,8621	-92,4443	-89,6273	-87,4853	-86,2854	4,6573	7,2238	7,5874	7,2233	6,8581	7,1248	6,6982
10146,4075	-147,0610	-101,6634	-95,9193	-92,5364	-89,5499	-87,5297	-86,1908	4,6389	7,2394	7,5889	7,2391	6,8538	7,1156	6,6929
10150,9718	-147,0694	-101,6925	-95,9466	-92,5972	-90,2350	-87,8174	-86,3946	4,6254	7,2440	7,5905	7,2406	6,8750	7,1540	6,6982
10155,7787	-147,2164	-101,7345	-95,9598	-92,6057	-89,7467	-87,4799	-87,3856	4,5879	7,2309	7,6094	7,2400	6,8728	7,1450	6,7003
10160,9990	-147,2818	-101,7636	-95,9867	-92,6020	-89,7019	-87,5205	-86,3645	4,5829	7,2573	7,6029	7,2254	6,8673	7,1235	6,7544
10165,7354	-147,4306	-101,7636	-96,0350	-92,6937	-89,9030	-87,6826	-86,3769	4,5538	7,2683	7,6068	7,2350	6,8800	7,1128	6,7239
10170,4060	-147,5065	-101,7779	-96,0740	-92,6293	-89,7865	-87,6863	-86,3587	4,5564	7,2914	7,6277	7,2721	6,8796	7,1680	6,7164
10175,1397	-147,5702	-101,8555	-96,0946	-92,6276	-89,8974	-87,8024	-86,3789	4,5540	7,3039	7,6286	7,2481	6,8578	7,1520	6,7142
10179,8770	-147,6876	-101,8561	-96,1861	-92,8018	-89,9499	-87,8082	-86,3708	4,5202	7,2944	7,6444	7,2742	6,8957	7,1632	6,7659
10184,5835	-147,8574	-101,9649	-96,2087	-92,7707	-89,8542	-87,5960	-86,3549	4,5139	7,2861	7,6460	7,2631	6,9030	7,1685	6,7246
10189,2963	-147,9014	-101,9618	-96,1833	-92,9105	-90,0646	-87,8387	-86,4979	4,4980	7,3101	7,6291	7,2622	6,9055	7,1454	6,7099
10193,8671	-147,9482	-102,0300	-96,2544	-92,8475	-89,8869	-87,7290	-86,3682	4,4832	7,3029	7,6626	7,2901	6,8999	7,1731	6,7094
10198,4981	-148,0483	-102,0789	-96,3138	-92,8795	-89,9878	-87,8219	-86,5328	4,5064	7,3231	7,6636	7,2877	6,9244	7,1544	6,7538
10203,1425	-148,1221	-102,0577	-96,3511	-92,9329	-90,1602	-87,8755	-86,6347	4,4683	7,3417	7,6777	7,3183	6,9207	7,1747	6,7394
10207,7718	-148,2567	-102,1133	-96,3669	-92,9254	-90,0041	-87,8094	-86,4991	4,4654	7,3361	7,6774	7,2753	6,9042	7,1757	6,7345
10212,5155	-148,3354	-102,1911	-96,4279	-92,9887	-90,1733	-87,8838	-86,6912	4,4379	7,3530	7,6734	7,2847	6,9314	7,1545	6,6932
10217,8959	-148,3985	-102,2487	-96,3449	-92,8630	-90,0714	-87,8262	-86,6401	4,4575	7,3211	7,6615	7,3183	6,9219	7,1689	6,7011
10222,5859	-148,4270	-102,2334	-96,4861	-93,0400	-90,2088	-88,0730	-86,5322	4,4945	7,3684	7,6867	7,3214	6,9121	7,2092	6,7603
10227,2028	-148,4807	-102,2727	-96,4964	-93,0881	-90,2055	-87,9848	-86,6822	4,4890	7,3504	7,6810	7,3252	6,9532	7,2099	6,7085
10232,1043	-148,5151	-102,3161	-96,4793	-93,0861	-90,1832	-88,0281	-86,6790	4,4724	7,3728	7,6995	7,3349	6,9262	7,2539	6,7821
10236,7870	-148,5543	-102,3173	-96,4769	-93,0814	-90,2351	-88,0116	-86,6772	4,4753	7,3644	7,6954	7,3056	6,9325	7,1824	6,7002
10241,4765	-148,6842	-102,3181	-96,5604	-93,1086	-90,1849	-88,0139	-86,6816	4,4804	7,3667	7,6957	7,3494	6,9493	7,1725	6,6955
10246,1649	-148,7112	-102,3570	-96,4973	-93,1469	-90,3136	-88,1537	-86,8207	4,4754	7,3743	7,6926	7,3362	6,9637	7,2520	6,7047
10250,8584	-148,8253	-102,4028	-96,5510	-93,1827	-90,3380	-88,0894	-86,7487	4,4799	7,3813	7,7012	7,3358	6,9553	7,2587	6,6912
10255,4468	-148,8489	-102,4623	-96,5574	-93,1758	-90,3594	-88,0392	-86,7131	4,4508	7,3722	7,7095	7,3235	6,9585	7,2201	6,7812
10260,0562	-148,9597	-102,4276	-96,5954	-93,2064	-90,2629	-88,0260	-86,7215	4,4473	7,3894	7,7099	7,3327	6,9610	7,2240	6,7651
10264,6529	-149,0807	-102,4569	-96,7054	-93,2382	-90,3957	-88,1776	-86,7974	4,4500	7,4145	7,7270	7,3489	6,9612	7,1702	6,7612
10269,2606	-149,1839	-102,5519	-96,7300	-93,2575	-90,3298	-88,0492	-86,9032	4,4443	7,3942	7,7232	7,3547	6,9731	7,2153	6,7552
10273,8528	-149,2458	-102,5084	-96,6684	-93,2703	-90,3668	-88,2764	-86,9481	4,4182	7,4050	7,7272	7,3658	6,9561	7,2349	6,7572
10278,4634	-149,2920	-102,5076	-96,7013	-93,2997	-90,3577	-88,1748	-86,8995	4,4087	7,4189	7,7303	7,3586	6,9880	7,2110	6,7431
10283,1757	-149,3587	-102,5637	-96,6733	-93,2887	-90,4038	-88,2759	-86,8017	4,4314	7,4273	7,7464	7,3560	6,9884	7,2131	6,7799
10287,8782	-149,4572	-102,5921	-96,7824	-93,3215	-90,9309	-88,5058	-86,9630	4,4008	7,4385	7,7340	7,3716	6,9821	7,2252	6,7766
10292,7052	-149,5063	-102,6285	-96,7951	-93,3875	-90,5029	-88,1998	-86,8587	4,4180	7,4095	7,7368	7,3527	6,9582	7,2372	6,7524
10297,6905	-149,5583	-102,6559	-96,8381	-93,3980	-90,4467	-88,2535	-86,9662	4,4014	7,4168	7,7403	7,3618	6,9970	7,1856	6,7845
10302,4120	-149,6341	-102,6538	-96,7788	-93,3933	-90,4913	-88,5878	-87,1027	4,3892	7,4489	7,7378	7,3609	6,9588	7,2479	6,7410
10307,1666	-149,7499	-102,6894	-96,7901	-93,3948	-90,4377	-88,3334	-87,0474	4,3956	7,4286	7,7367	7,3398	7,0071	7,2275	6,8158
10312,1565	-149,8087	-102,7150	-96,8599	-93,3550	-90,4925	-88,2798	-86,9119	4,3886	7,4397	7,7595	7,3879	6,9978	7,2528	6,8181
10316,7556	-149,8657	-102,7110	-96,7814	-93,4561	-90,5227	-88,3561	-86,8782	4,3870	7,4454	7,7571	7,3807	6,9708	7,2513	6,7828
10321,3572	-149,8525	-102,7455	-96,8521	-93,4954	-90,6158	-88,3232	-87,0165	4,3698	7,4558	7,7493	7,3876	6,9978	7,2352	6,7929
10325,9612	-150,0009	-102,8152	-96,8912	-93,4840	-90,4998	-88,3769	-86,9754	4,3717	7,4477	7,7448	7,3917	7,0132	7,2775	6,7940
10330,5315	-150,1393	-102,7853	-96,9046	-93,4522	-90,5416	-88,3168	-87,0995	4,4133	7,4761	7,7599	7,4212	7,0112	7,2358	6,7965
10335,1277	-150,0932	-102,7091	-96,7936	-93,2921	-90,5138	-88,2389	-86,9062	4,4839	7,4771	7,7620	7,3783	6,9987	7,2329	6,7977
10339,8193	-150,1235	-102,7251	-96,8290	-93,3518	-90,4573	-88,2260	-87,0097	4,4803	7,5002	7,7722	7,3832	7,0182	7,2615	6,8050
10344,6043	-150,1462	-102,7917	-96,7737	-93,3100	-90,4695	-88,3077	-86,9400	4,4727	7,4759	7,7725	7,3926	7,0003	7,2691	6,8250
10349,2776	-150,2138	-102,7508	-96,8671	-93,4609	-90,5586	-88,2949	-86,8869	4,4611	7,5061	7,7881	7,4215	6,9943	7,2699	6,7659
10353,9485	-150,2666	-102,8215	-96,9247	-93,4703	-90,6070	-88,3668	-86,9438	4,4652	7,4642	7,7648	7,4069	7,0036	7,2591	6,8384
10358,6074	-150,2774	-102,7455	-96,9705	-93,4830	-90,6187	-88,2980	-86,9778	4,4813	7,5064	7,7510	7,4030	7,0125	7,2748	6,8277
10363,5484	-150,3605	-102,8228	-96,9062	-93,5040	-90,5644	-88,3625	-86,9632	4,4770	7,4851	7,7781	7,3826	7,0280	7,2739	6,7987
10368,1888	-150,4355	-102,8060	-96,9938	-93,4851	-90,4793	-88,3293	-87,0993	4,4829	7,5190	7,7666	7,3798	6,9955	7,2669	6,7995
10372,8111	-150,5965	-102,9315	-96,9773	-93,5089	-90,7159	-88,3137	-87,0797	4,4694	7,5100	7,7888	7,3893	7,0290	7,3102	6,8400
10377,4399	-150,6902	-102,9121	-96,9810	-93,4970	-90,5491	-88,4231	-87,0465	4,4427	7,5100	7,7873	7,4160	7,0001	7,2744	6,8572
10382,4058	-150,8319	-102,9683	-96,9959	-93,5562	-90,5976	-88,3535	-87,0918	4,4420	7,5178	7,7931	7,4183	7,0319	7,2753	6,8238
10387,1406	-150,9186	-102,9261	-97,1115	-93,5805	-90,6757	-88,4225	-87,1958	4,4353	7,5251	7,8067	7,4187	7,0390	7,2930	6,8527
10391,7429	-151,0943	-103,0092	-97,0637	-93,6594	-90,7588	-88,5196	-87,1316	4,4144	7,5428	7,8197	7,4192	7,0421	7,2818	6,8159
10396,3059	-151,1563	-102,9943	-97,0243	-93,6491	-90,8117	-88,5217	-87,2170	4,4232	7,5613	7,8284	7,4192	7,0386	7,3190	6,8222
10400,9658	-151,2524	-103,0815	-97,0763	-93,7448	-90,8231	-88,5592	-87,2510	4,4030	7,5607	7,8146	7,4227	7,0670	7,2648	6,7929
10405,6577	-151,3596	-103,1108	-97,1469	-93,6980	-90,7618	-88,4451	-87,2699	4,4156	7,5689	7,8344	7,4449	7,0651	7,3023	6,8808
10410,8419	-151,5166	-103,1165	-97,1877	-93,7368	-90,7878	-88,5343	-87,1518	4,4055	7,5850	7,8399	7,4496	7,0785	7,2992	6,8761
10415,5266	-151,6222	-103,1938	-97,2303	-93,7469	-90,8371	-88,5731	-87,1757	4,4067	7,5698	7,8575	7,4498	7,0689	7,3170	6,8225
10420,1685	-151,6938	-103,1875	-97,2405	-93,7705	-90,8576	-88,7002	-87,2601	4,3929	7,5775	7,8446	7,4628	7,0656	7,3083	6,8633
10424,8440	-151,7969	-103,2122	-97,2842	-93,8584	-90,7874	-88,5551	-87,3359	4,3816	7,5972	7,8466	7,4500	7,0505	7,3078	6,8623
10429,5363	-151,8546	-103,2327	-97,3091	-93,8712	-90,8748	-88,6597	-87,3610	4,3975	7,5923	7,8607	7,4816	7,0905	7,3127	6,8407
10434,1697	-151,8908	-103,2910	-97,3766	-93,8163	-90,9153	-88,7461	-87,3863	4,4455	7,5994	7,8762	7,4573	7,1270	7,3419	6,8274
10438,7732	-151,9277	-103,3870	-97,3437	-93,8852	-90,9009	-88,6793	-87,2769	4,4494	7,6112	7,8580	7,4663	7,0711	7,3452	6,8632
10443,3537	-152,0057	-103,3264	-97,3414	-93,8888	-90,9425	-88,7876	-87,3307	4,4725	7,6052	7,8535	7,4942	7,0993	7,3711	6,8551
10447,9811	-152,1318	-103,4083	-97,3804	-93,9268	-91,0735	-88,7468	-87,4830	4,4808	7,5859	7,8630	7,5025	7,0791	7,3038	6,9070
10452,5793	-152,2733	-103,3887	-97,4307	-94,0029	-91,0984	-88,8759	-87,4736	4,4865	7,6231	7,8654	7,4844	7,0942	7,2988	6,8694
10457,1816	-152,2809	-103,4348	-97,4378	-93,9725	-90,9709	-88,7806	-87,5544	4,5037	7,6338	7,8765	7,4698	7,0799	7,3176	6,8384
10462,0367	-152,3428	-103,4509	-97,4465	-94,0346	-91,0996	-88,8212	-87,4899	4,5358	7,6599	7,8861	7,5081	7,0967	7,3511	6,8830
10466,7390	-152,4931	-103,4761	-97,4885	-94,0180	-90,9691	-90,0623	-87,9686	4,5294	7,6316	7,8961	7,4827	7,0899	7,3601	6,8450
10472,1480	-152,6014	-103,5386	-97,4510	-93,9923	-91,1449	-88,8837	-87,5483	4,5598	7,6084	7,8959	7,5158	7,1081	7,3347	6,9151
10476,9152	-152,7078	-103,4709	-97,5557	-94,0067	-91,0917	-88,8590	-87,4437	4,5557	7,6332	7,8935	7,4941	7,1086	7,3211	6,8873
10481,5452	-152,8051	-103,4710	-97,5109	-94,4055	-91,3210	-89,0505	-87,6569	4,5364	7,5987	7,8860	7,5196	7,1389	7,2986	6,9017
10486,5546	-152,8596	-103,6332	-97,6261	-94,0178	-91,1054	-88,8044	-87,6641	4,5466	7,6071	7,8965	7,5091	7,1346	7,3173	6,9144
10491,2108	-152,9338	-103,7243	-97,5415	-94,1504	-91,2134	-88,9227	-87,6309	4,5532	7,6574	7,9035	7,5180	7,0971	7,3580	6,9101
10495,8057	-153,1238	-103,7268	-97,5980	-94,1454	-91,2647	-88,9527	-87,6323	4,5477	7,6407	7,9018	7,5361	7,1091	7,3642	6,9064
10500,3764	-153,1701	-103,6571	-97,5681	-94,1764	-91,1894	-89,0201	-87,5423	4,5786	7,6665	7,9166	7,5067	7,1333	7,3717	6,9053
10505,4439	-153,1949	-103,6724	-97,6418	-94,1514	-91,2376	-88,9931	-87,5880	4,5612	7,7119	7,9153	7,5110	7,1384	7,3892	6,8875
10510,0300	-153,2974	-103,6557	-97,6278	-94,2147	-91,3136	-89,0334	-87,5862	4,5849	7,6681	7,9086	7,5295	7,1391	7,3759	6,8942
10514,6373	-153,3950	-103,6120	-97,6494	-94,2459	-91,1989	-88,9583	-87,6501	4,5734	7,6970	7,9151	7,5056	7,1373	7,3481	6,8623
10519,2949	-153,4388	-103,6742	-97,6669	-94,2153	-91,2866	-89,5866	-88,0930	4,5755	7,6375	7,9043	7,5207	7,1347	7,3912	6,8668
10524,0880	-153,5276	-103,8434	-97,7113	-94,7351	-91,5915	-89,0520	-87,7390	4,5896	7,6694	7,9111	7,5542	7,1492	7,3716	6,9549
10529,1557	-153,5964	-103,8606	-97,7824	-94,2127	-91,3166	-89,0652	-87,7399	4,5809	7,7072	7,9190	7,5406	7,1430	7,3693	6,9513
10533,8159	-153,7427	-103,7444	-97,7414	-94,2477	-91,3031	-89,1109	-87,6715	4,5876	7,6875	7,9263	7,5456	7,1472	7,4100	6,9338
10538,4614	-153,7562	-103,7802	-97,7910	-94,3052	-91,3775	-89,0633	-87,7464	4,6022	7,7217	7,9198	7,5578	7,1404	7,3850	6,9196
10543,1311	-153,7997	-103,9315	-97,7563	-94,3754	-91,2799	-89,0638	-87,5507	4,5790	7,6610	7,9241	7,5456	7,1390	7,3829	6,9060
10547,8132	-153,7229	-103,7009	-97,6807	-94,2234	-91,3250	-89,0880	-87,6701	4,8255	7,6780	7,9223	7,5515	7,1621	7,3651	6,8867
10552,4683	-153,7670	-103,8137	-97,8392	-94,2749	-91,3007	-89,0231	-87,7777	4,8633	7,6715	7,9225	7,5200	7,1588	7,3601	6,9208
10557,0066	-153,7826	-103,7078	-97,7698	-94,2509	-91,2608	-89,0307	-87,5156	4,8812	7,6967	7,9143	7,5711	7,1552	7,3774	6,8530
10561,5834	-153,8574	-103,7812	-97,7356	-94,2921	-91,2614	-89,0123	-87,7179	4,8827	7,6899	7,9160	7,5465	7,1613	7,3825	6,9051
10566,1618	-153,9544	-103,9094	-97,7867	-94,2669	-91,2831	-89,0312	-87,6997	4,9034	7,7079	7,9333	7,5615	7,1419	7,3656	6,8787
10570,7280	-153,9879	-103,8547	-97,8049	-94,3743	-91,3532	-89,1165	-87,7243	4,9030	7,7157	7,9359	7,5605	7,1606	7,4193	6,9065
10575,6411	-154,0112	-103,8679	-97,8209	-94,3391	-91,4312	-89,2261	-87,7601	4,9063	7,7509	7,9442	7,5673	7,1601	7,3999	6,9472
10580,2511	-154,1716	-103,9327	-97,8138	-94,3553	-91,4781	-89,1797	-87,7978	4,9183	7,7277	7,9619	7,5562	7,1719	7,4197	6,9188
10584,9409	-154,1402	-103,9482	-97,8715	-94,3558	-91,4834	-89,2963	-87,8900	4,9069	7,7213	7,9661	7,5644	7,1507	7,4135	6,9577
10589,6158	-154,2583	-104,0090	-97,8726	-94,3510	-91,4086	-89,1345	-87,8490	4,9194	7,7469	7,9592	7,5485	7,1403	7,4312	6,9414
10594,4403	-154,3495	-104,0497	-97,9335	-94,4190	-91,4944	-89,2434	-87,8103	4,9239	7,7318	7,9618	7,5608	7,1770	7,4163	6,9547
10599,3871	-154,5003	-103,9959	-97,8958	-94,4257	-91,4607	-89,2258	-87,8704	4,9323	7,7581	7,9732	7,5709	7,1921	7,4088	6,9613
10604,4910	-154,5499	-104,1454	-97,9722	-94,4830	-91,5179	-89,3077	-87,8901	4,9407	7,7576	7,9586	7,5869	7,1798	7,4133	6,9101
10609,1976	-154,7344	-104,0847	-97,9370	-94,4516	-91,4208	-90,1033	-88,2442	4,9111	7,7731	7,9859	7,5983	7,1895	7,4001	6,9247
10613,9445	-154,7898	-104,0521	-98,0145	-95,1311	-91,8290	-89,5125	-87,9119	4,9345	7,7479	7,9860	7,5895	7,2003	7,4451	6,9777
10619,1368	-154,8649	-104,1151	-98,0060	-94,4697	-91,5064	-89,2887	-87,9222	4,9282	7,7502	7,9825	7,5889	7,1929	7,4510	6,9390
10623,7281	-154,9581	-104,1828	-98,0497	-94,4799	-91,5866	-89,1908	-88,8852	4,9286	7,7836	7,9806	7,6135	7,2123	7,4523	6,9003
10628,6001	-155,0265	-104,1549	-98,0453	-94,5203	-91,5268	-89,3737	-87,8921	4,9438	7,7561	7,9849	7,6180	7,2181	7,4759	6,9743
10633,1637	-155,1076	-104,1535	-98,0850	-94,6919	-91,5959	-89,3633	-87,9761	4,9565	7,7885	8,0037	7,6148	7,1981	7,4297	6,9451
10637,8931	-155,1797	-104,2438	-98,1375	-94,6341	-91,5839	-90,5114	-88,7097	4,9771	7,8059	8,0153	7,6152	7,2092	7,4504	6,9506
10643,2719	-155,2114	-104,2180	-98,1222	-94,6696	-91,6955	-89,4163	-87,9723	4,9856	7,7797	8,0062	7,5988	7,2024	7,4525	6,9816
10647,9264	-155,2826	-104,3233	-98,1759	-94,7572	-91,6437	-90,3243	-88,6628	5,0292	7,7964	8,0067	7,6101	7,2272	7,4620	6,9652
10653,1107	-155,3254	-104,2713	-98,2110	-94,6653	-91,7099	-89,5061	-88,0325	5,0614	7,8114	8,0132	7,6525	7,2064	7,4303	7,0015
10657,7916	-155,3521	-104,3166	-98,2058	-94,6611	-91,7516	-89,6130	-88,1268	5,0742	7,8150	8,0446	7,6498	7,2070	7,4571	6,9745
10662,5183	-155,4291	-104,2974	-98,2234	-94,6611	-91,7515	-89,4107	-88,0090	5,0911	7,7970	8,0255	7,6308	7,2396	7,4298	6,9616
10667,4625	-155,5089	-104,3736	-98,3127	-94,7348	-91,7780	-89,5153	-88,2321	5,1066	7,8218	8,0046	7,6509	7,2243	7,5432	6,9901
10672,3720	-155,6218	-104,4097	-98,2976	-94,7320	-91,7719	-89,5818	-88,2480	5,1101	7,8461	8,0351	7,6051	7,2234	7,4660	7,0282
10677,2042	-155,6163	-104,3218	-98,2831	-94,7700	-91,7904	-89,5193	-88,0556	5,1157	7,8083	8,0514	7,6416	7,2236	7,4658	6,9983
10681,7991	-155,6946	-104,4067	-98,2931	-94,7145	-91,7673	-89,6873	-88,2696	5,1543	7,8154	8,0296	7,6271	7,2460	7,4667	6,9814
10686,4239	-155,7820	-104,4596	-98,2875	-94,7112	-91,7398	-89,5252	-88,0868	5,1632	7,8390	8,0440	7,6310	7,2110	7,4586	6,9781
10691,0394	-155,8286	-104,3958	-98,3461	-94,6639	-91,8090	-89,5563	-88,2263	5,1698	7,8468	8,0265	7,6634	7,2255	7,4861	7,0036
10695,6342	-155,8999	-104,4651	-98,3388	-94,6865	-91,7734	-89,5765	-88,1366	5,1708	7,8379	8,0687	7,6635	7,2292	7,4922	6,9951
10700,2731	-155,9903	-104,5169	-98,4207	-94,8698	-91,7911	-89,5660	-88,1505	5,1903	7,8668	8,0399	7,6572	7,2255	7,4851	6,9775
10704,9322	-156,0262	-104,5315	-98,3786	-94,8118	-91,8226	-90,2070	-88,6044	5,1937	7,8127	8,0182	7,6581	7,2650	7,4567	7,0461
10709,7190	-156,0947	-104,5332	-98,4082	-94,8532	-91,9440	-89,6527	-88,1562	5,2119	7,8682	8,0525	7,6799	7,2490	7,4526	7,0216
10714,3956	-156,2243	-104,5498	-98,4194	-94,9229	-91,8116	-89,6383	-88,3350	5,2151	7,8589	8,0704	7,6737	7,2424	7,4576	6,9979
10719,5197	-156,2590	-104,5926	-98,4414	-94,9029	-92,0543	-89,7676	-88,2831	5,2207	7,8860	8,0557	7,6676	7,2591	7,4663	6,9834
10724,3909	-156,3455	-104,5695	-98,5031	-94,8525	-91,8567	-89,6736	-88,2064	5,2472	7,8647	8,0404	7,6749	7,2450	7,4828	7,0361
10729,4170	-156,3807	-104,5402	-98,3869	-94,8390	-91,8793	-89,6834	-88,2793	5,2429	7,8798	8,0625	7,6747	7,2559	7,4858	6,9634
10733,9890	-156,5017	-104,6406	-98,4422	-94,9421	-91,9045	-89,7254	-88,1273	5,2669	7,8665	8,0739	7,6513	7,2553	7,4795	6,9808
10738,6299	-156,5135	-104,5995	-98,4860	-94,8775	-91,8978	-89,6378	-88,2248	5,2628	7,9065	8,0588	7,7275	7,2721	7,4890	7,0011
10743,2324	-156,6126	-104,6015	-98,5011	-94,9025	-91,9106	-89,6976	-88,3636	5,2628	7,8797	8,0660	7,7022	7,2638	7,4774	7,0485
10747,8107	-156,6352	-104,7115	-98,5433	-94,9457	-91,9365	-89,7111	-88,3229	5,2914	7,8903	8,0842	7,6907	7,2626	7,4940	7,0033
10752,6389	-156,6954	-104,6011	-98,4685	-95,0097	-91,9049	-89,6221	-88,3234	5,2829	7,8922	8,0559	7,7185	7,2622	7,5106	6,9971
10757,2848	-156,8229	-104,7193	-98,5518	-95,0395	-92,0320	-89,7739	-88,3388	5,2540	7,8980	8,0920	7,6732	7,2769	7,5218	7,0470
10761,9615	-156,6098	-104,6075	-98,4512	-94,9292	-91,9322	-89,7876	-88,2278	5,5305	7,8999	8,0812	7,6773	7,2762	7,5026	7,0142
10766,6536	-156,6096	-104,6097	-98,4807	-94,9387	-91,8492	-89,6119	-88,2859	5,5774	7,9123	8,0524	7,6660	7,2828	7,4926	7,0302
10771,5142	-156,6537	-104,6438	-98,4106	-94,8682	-91,8813	-89,7620	-88,3738	5,5722	7,8852	8,0788	7,6688	7,2867	7,4928	7,0354
10776,2449	-156,7479	-104,6051	-98,5291	-94,8951	-91,9870	-89,7547	-88,2951	5,5884	7,8904	8,0975	7,6788	7,2655	7,5117	7,0801
10780,9708	-156,7531	-104,6446	-98,4497	-94,9171	-91,8640	-89,7740	-88,2767	5,6088	7,8893	8,0788	7,6786	7,2718	7,4517	7,0147
10785,9463	-156,8221	-104,6447	-98,5524	-94,8823	-92,0135	-89,6202	-88,4353	5,6339	7,8945	8,0889	7,6798	7,2699	7,4973	7,0709
10791,0188	-156,9221	-104,7184	-98,5426	-94,9223	-91,8986	-89,6931	-88,3078	5,6751	7,9113	8,1178	7,7153	7,2820	7,5503	7,0193
10795,7787	-156,9801	-104,7521	-98,6254	-94,9307	-91,9642	-89,6763	-88,2245	5,6915	7,9220	8,0872	7,6696	7,2864	7,4906	7,0267
10800,3727	-157,0158	-104,6842	-98,6021	-94,9481	-91,9871	-89,7513	-88,2770	5,6924	7,9052	8,1060	7,7245	7,2944	7,5302	7,0395
10804,9724	-157,0645	-104,7025	-98,6438	-95,0002	-91,9190	-89,7496	-88,3230	5,6883	7,9085	8,0875	7,7017	7,2897	7,5501	7,0476
